DATE,TEAM,VS,H/A,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
03/29/2023 , MIL,IND,A,W,240,149,58,93,62.4,10,25,40,23,30,76.7,14,38,52,28,5,5,18,18
03/30/2023 , MIL,BOS,H,L,240,99,38,101,37.6,14,43,32.6,9,13,69.2,15,30,45,22,4,1,13,16
04/02/2023 , MIL,PHI,H,W,240,117,46,80,57.5,10,28,35.7,15,21,71.4,7,35,42,28,8,5,9,17
04/04/2023 , MIL,WAS,A,W,240,140,50,92,54.3,23,42,54.8,17,29,58.6,12,44,56,33,6,7,18,19
04/05/2023 , MIL,CHI,H,W,240,105,39,92,42.4,18,46,39.1,9,11,81.8,13,40,53,26,7,3,12,13
04/07/2023 , MIL,MEM,H,L,240,114,42,92,45.7,21,49,42.9,9,11,81.8,11,27,38,30,5,3,17,15
04/09/2023 , MIL,TOR,A,L,240,105,38,82,46.3,12,34,35.3,17,21,81,7,31,38,28,5,2,14,13
10/18/2022 , BOS,PHI,H,W,240,126,46,82,56.1,12,35,34.3,22,28,78.6,6,30,36,24,8,3,10,24
10/21/2022 , BOS,MIA,A,W,240,111,41,79,51.9,14,33,42.4,15,15,100,12,31,43,17,4,11,19,23
10/22/2022 , BOS,ORL,A,W,240,126,42,87,48.3,19,47,40.4,23,28,82.1,7,30,37,24,5,6,8,21
10/24/2022 , BOS,CHI,A,L,240,102,37,100,37,18,48,37.5,10,12,83.3,14,31,45,26,5,7,10,24
10/28/2022 , BOS,CLE,H,L,265,123,42,82,51.2,13,33,39.4,26,32,81.3,5,29,34,28,9,2,19,27
10/30/2022 , BOS,WAS,H,W,240,112,36,79,45.6,21,47,44.7,19,20,95,4,43,47,29,4,5,13,15
11/02/2022 , BOS,CLE,A,L,265,113,38,93,40.9,11,41,26.8,26,27,96.3,8,44,52,26,5,9,14,24
11/04/2022 , BOS,CHI,H,W,240,123,41,83,49.4,9,31,29,32,39,82.1,7,32,39,24,5,7,13,23
11/05/2022 , BOS,NYK,A,W,240,133,47,88,53.4,27,51,52.9,12,12,100,8,26,34,30,5,2,12,17
11/07/2022 , BOS,MEM,A,W,240,109,38,82,46.3,12,37,32.4,21,28,75,7,38,45,26,5,6,15,19
11/09/2022 , BOS,DET,H,W,240,128,47,88,53.4,18,46,39.1,16,21,76.2,8,35,43,31,5,4,12,25
11/11/2022 , BOS,DEN,H,W,240,131,50,90,55.6,16,37,43.2,15,20,75,10,36,46,30,3,5,7,19
11/12/2022 , BOS,DET,A,W,240,117,39,91,42.9,18,48,37.5,21,24,87.5,9,33,42,27,6,4,7,17
11/14/2022 , BOS,OKC,H,W,240,126,46,96,47.9,10,37,27,24,29,82.8,10,36,46,25,15,7,14,20
11/16/2022 , BOS,ATL,A,W,240,126,48,88,54.5,21,46,45.7,9,10,90,6,43,49,29,4,8,14,20
11/18/2022 , BOS,NOP,A,W,240,117,41,85,48.2,20,46,43.5,15,17,88.2,11,35,46,28,6,3,17,13
11/21/2022 , BOS,CHI,A,L,240,107,38,87,43.7,19,50,38,12,17,70.6,5,33,38,28,3,4,15,18
11/23/2022 , BOS,DAL,H,W,240,125,45,84,53.6,17,34,50,18,21,85.7,6,32,38,29,4,4,11,22
11/25/2022 , BOS,SAC,H,W,240,122,41,83,49.4,16,37,43.2,24,27,88.9,4,34,38,27,9,6,10,24
11/27/2022 , BOS,WAS,H,W,240,130,44,80,55,16,34,47.1,26,26,100,10,28,38,25,2,5,14,23
11/28/2022 , BOS,CHA,H,W,240,140,55,93,59.1,24,52,46.2,6,7,85.7,9,30,39,40,10,5,13,18
11/30/2022 , BOS,MIA,H,W,240,134,46,83,55.4,22,45,48.9,20,23,87,11,30,41,32,7,0,17,18
12/02/2022 , BOS,MIA,H,L,265,116,40,87,46,15,45,33.3,21,28,75,7,41,48,26,6,2,20,18
12/04/2022 , BOS,BKN,A,W,240,103,35,81,43.2,15,38,39.5,18,20,90,8,40,48,18,11,9,15,19
12/05/2022 , BOS,TOR,A,W,240,116,44,90,48.9,13,36,36.1,15,21,71.4,13,36,49,27,6,3,11,22
12/07/2022 , BOS,PHX,A,W,240,125,49,101,48.5,16,45,35.6,11,13,84.6,11,42,53,29,14,3,12,20
12/10/2022 , BOS,GSW,A,L,240,107,38,87,43.7,12,40,30,19,26,73.1,6,33,39,17,8,6,10,14
12/12/2022 , BOS,LAC,A,L,240,93,33,76,43.4,9,39,23.1,18,26,69.2,5,31,36,27,5,6,15,17
12/13/2022 , BOS,LAL,A,W,265,122,46,104,44.2,19,48,39.6,11,16,68.8,13,38,51,27,6,2,14,22
12/16/2022 , BOS,ORL,H,L,240,109,35,84,41.7,11,46,23.9,28,34,82.4,10,28,38,17,9,12,14,21
12/18/2022 , BOS,ORL,H,L,240,92,31,89,34.8,12,47,25.5,18,21,85.7,11,43,54,22,7,7,16,17
12/21/2022 , BOS,IND,H,L,240,112,39,101,38.6,13,41,31.7,21,25,84,25,37,62,26,11,5,16,9
12/23/2022 , BOS,MIN,H,W,240,121,44,100,44,13,46,28.3,20,26,76.9,20,33,53,28,9,6,11,16
12/25/2022 , BOS,MIL,H,W,240,139,50,85,58.8,19,39,48.7,20,25,80,5,30,35,29,9,1,11,18
12/27/2022 , BOS,HOU,H,W,240,126,43,91,47.3,20,56,35.7,20,23,87,9,40,49,32,8,5,10,14
12/29/2022 , BOS,LAC,H,W,240,116,44,91,48.4,11,39,28.2,17,22,77.3,11,38,49,22,3,7,11,17
01/01/2023 , BOS,DEN,A,L,240,111,40,87,46,9,33,27.3,22,27,81.5,10,31,41,30,8,3,13,15
01/03/2023 , BOS,OKC,A,L,240,117,40,88,45.5,12,40,30,25,31,80.6,11,27,38,29,4,7,17,15
01/05/2023 , BOS,DAL,A,W,240,124,41,84,48.8,16,43,37.2,26,31,83.9,10,42,52,29,6,8,11,22
01/07/2023 , BOS,SAS,A,W,240,121,47,95,49.5,15,34,44.1,12,18,66.7,8,35,43,30,6,10,14,15
01/09/2023 , BOS,CHI,H,W,240,107,38,87,43.7,11,41,26.8,20,21,95.2,9,41,50,25,2,7,9,12
01/11/2023 , BOS,NOP,H,W,240,125,44,91,48.4,15,44,34.1,22,25,88,11,39,50,24,7,5,9,16
01/12/2023 , BOS,BKN,A,W,240,109,41,86,47.7,12,36,33.3,15,17,88.2,12,36,48,23,4,6,13,15
01/14/2023 , BOS,CHA,A,W,240,122,47,99,47.5,19,53,35.8,9,10,90,14,32,46,35,8,4,7,15
01/16/2023 , BOS,CHA,A,W,240,130,43,87,49.4,20,43,46.5,24,25,96,14,33,47,34,1,4,11,21
01/19/2023 , BOS,GSW,H,W,265,121,43,108,39.8,13,41,31.7,22,30,73.3,18,45,63,21,10,5,17,19
01/21/2023 , BOS,TOR,A,W,240,106,38,85,44.7,16,35,45.7,14,15,93.3,11,30,41,25,9,8,15,17
01/23/2023 , BOS,ORL,A,L,240,98,36,83,43.4,18,46,39.1,8,11,72.7,8,29,37,24,5,4,18,23
01/24/2023 , BOS,MIA,A,L,240,95,32,74,43.2,10,32,31.3,21,27,77.8,5,39,44,21,5,6,17,22
01/26/2023 , BOS,NYK,H,L,265,117,41,100,41,16,46,34.8,19,23,82.6,15,39,54,22,4,4,13,19
01/28/2023 , BOS,LAL,H,W,265,125,39,84,46.4,13,40,32.5,34,39,87.2,7,39,46,18,8,9,12,22
02/01/2023 , BOS,BKN,H,W,240,139,53,92,57.6,26,54,48.1,7,10,70,11,46,57,28,4,4,10,13
02/03/2023 , BOS,PHX,H,L,240,94,29,75,38.7,10,38,26.3,26,31,83.9,3,40,43,18,5,3,14,21
02/06/2023 , BOS,DET,A,W,240,111,39,83,47,16,37,43.2,17,21,81,10,41,51,25,2,5,11,22
02/08/2023 , BOS,PHI,H,W,240,106,40,76,52.6,19,35,54.3,7,10,70,5,39,44,25,2,5,13,19
02/10/2023 , BOS,CHA,H,W,240,127,44,89,49.4,25,55,45.5,14,17,82.4,5,38,43,34,7,7,15,22
02/12/2023 , BOS,MEM,H,W,240,119,39,88,44.3,21,51,41.2,20,26,76.9,15,40,55,28,5,3,10,14
02/14/2023 , BOS,MIL,A,L,265,125,46,99,46.5,17,50,34,16,20,80,8,36,44,28,8,1,13,26
02/15/2023 , BOS,DET,H,W,240,127,49,92,53.3,21,45,46.7,8,10,80,8,35,43,30,10,5,11,18
02/23/2023 , BOS,IND,A,W,265,142,51,99,51.5,18,39,46.2,22,26,84.6,20,31,51,31,7,6,15,18
02/25/2023 , BOS,PHI,A,W,240,110,43,86,50,16,36,44.4,8,12,66.7,9,35,44,20,6,4,12,22
02/27/2023 , BOS,NYK,A,L,240,94,37,84,44,9,42,21.4,11,14,78.6,7,28,35,21,5,8,11,22
03/01/2023 , BOS,CLE,H,W,240,117,39,78,50,16,32,50,23,28,82.1,7,36,43,27,5,4,12,18
03/03/2023 , BOS,BKN,H,L,240,105,41,84,48.8,9,29,31,14,20,70,9,39,48,26,8,8,19,19
03/05/2023 , BOS,NYK,H,L,290,129,43,109,39.4,21,59,35.6,22,25,88,17,37,54,27,8,5,16,28
03/06/2023 , BOS,CLE,A,L,265,114,42,101,41.6,16,48,33.3,14,21,66.7,15,37,52,25,5,5,12,21
03/08/2023 , BOS,POR,H,W,240,115,42,88,47.7,18,49,36.7,13,20,65,5,40,45,26,9,2,10,20
03/11/2023 , BOS,ATL,A,W,240,134,52,95,54.7,20,42,47.6,10,12,83.3,5,35,40,35,6,6,8,21
03/13/2023 , BOS,HOU,A,L,240,109,39,87,44.8,12,42,28.6,19,21,90.5,10,28,38,19,7,5,13,22
03/15/2023 , BOS,MIN,A,W,240,104,34,84,40.5,12,40,30,24,30,80,8,36,44,20,7,5,9,22
03/17/2023 , BOS,POR,A,W,240,126,41,87,47.1,15,42,35.7,29,35,82.9,18,34,52,29,12,2,16,19
03/18/2023 , BOS,UTA,A,L,240,117,42,88,47.7,22,51,43.1,11,16,68.8,5,35,40,30,2,2,6,17
03/21/2023 , BOS,SAC,A,W,240,132,49,92,53.3,18,44,40.9,16,23,69.6,11,32,43,33,9,3,5,15
03/24/2023 , BOS,IND,H,W,240,120,44,93,47.3,18,42,42.9,14,19,73.7,9,40,49,28,11,6,14,15
03/26/2023 , BOS,SAS,H,W,240,137,52,91,57.1,18,44,40.9,15,21,71.4,9,52,61,29,4,11,14,18
03/28/2023 , BOS,WAS,A,L,240,111,45,93,48.4,11,44,25,10,11,90.9,7,31,38,29,5,8,12,14
03/30/2023 , BOS,MIL,A,W,240,140,51,91,56,22,43,51.2,16,20,80,7,40,47,28,8,5,8,18
03/31/2023 , BOS,UTA,H,W,240,122,42,96,43.8,17,51,33.3,21,22,95.5,10,32,42,27,8,4,11,14
04/04/2023 , BOS,PHI,A,L,240,101,38,91,41.8,15,45,33.3,10,16,62.5,13,30,43,28,4,4,8,17
04/05/2023 , BOS,TOR,H,W,240,97,38,89,42.7,11,38,28.9,10,18,55.6,11,37,48,20,5,7,15,14
04/07/2023 , BOS,TOR,H,W,240,121,45,81,55.6,15,44,34.1,16,21,76.2,13,40,53,37,4,7,19,14
04/09/2023 , BOS,ATL,H,W,240,120,42,89,47.2,25,54,46.3,11,14,78.6,12,35,47,33,5,3,15,13
10/18/2022 , PHI,BOS,A,L,240,117,40,80,50,13,34,38.2,24,28,85.7,4,27,31,16,8,3,14,25
10/20/2022 , PHI,MIL,H,L,240,88,36,83,43.4,5,24,20.8,11,13,84.6,6,38,44,17,6,5,10,14
10/22/2022 , PHI,SAS,H,L,240,105,37,84,44,10,31,32.3,21,28,75,12,28,40,26,6,5,12,15
10/24/2022 , PHI,IND,H,W,240,120,38,80,47.5,19,43,44.2,25,28,89.3,7,32,39,25,8,7,7,20
10/26/2022 , PHI,TOR,A,L,240,109,40,79,50.6,16,36,44.4,13,19,68.4,4,30,34,29,6,2,12,12
10/28/2022 , PHI,TOR,A,W,240,112,43,82,52.4,16,38,42.1,10,11,90.9,7,34,41,25,11,6,14,20
10/29/2022 , PHI,CHI,A,W,240,114,39,79,49.4,14,29,48.3,22,27,81.5,8,33,41,28,8,6,17,22
10/31/2022 , PHI,WAS,A,W,240,118,46,83,55.4,12,30,40,14,20,70,4,33,37,26,14,3,13,20
11/02/2022 , PHI,WAS,H,L,240,111,39,84,46.4,19,36,52.8,14,20,70,6,26,32,25,3,1,8,25
11/04/2022 , PHI,NYK,H,L,240,104,37,98,37.8,13,47,27.7,17,21,81,13,31,44,27,12,8,15,25
11/07/2022 , PHI,PHX,H,W,240,100,31,80,38.8,12,32,37.5,26,31,83.9,15,33,48,22,5,6,15,17
11/10/2022 , PHI,ATL,A,L,240,95,32,83,38.6,6,30,20,25,30,83.3,9,36,45,15,10,5,17,22
11/12/2022 , PHI,ATL,H,W,240,121,44,80,55,8,24,33.3,25,31,80.6,2,29,31,24,10,5,12,26
11/13/2022 , PHI,UTA,H,W,240,105,40,83,48.2,4,23,17.4,21,26,80.8,8,31,39,21,12,14,12,19
11/18/2022 , PHI,MIL,H,W,240,110,40,78,51.3,13,28,46.4,17,26,65.4,6,35,41,28,5,5,18,18
11/19/2022 , PHI,MIN,H,L,240,109,34,71,47.9,14,32,43.8,27,32,84.4,4,35,39,21,10,1,22,24
11/22/2022 , PHI,BKN,H,W,240,115,43,99,43.4,16,32,50,13,16,81.3,20,29,49,19,9,4,9,12
11/23/2022 , PHI,CHA,A,L,240,101,38,86,44.2,9,38,23.7,16,18,88.9,8,37,45,20,9,3,19,23
11/25/2022 , PHI,ORL,A,W,240,107,39,82,47.6,14,36,38.9,15,18,83.3,13,34,47,25,7,1,15,19
11/27/2022 , PHI,ORL,A,W,240,133,50,77,64.9,11,27,40.7,22,27,81.5,6,37,43,32,10,8,14,19
11/28/2022 , PHI,ATL,H,W,240,104,39,86,45.3,10,28,35.7,16,18,88.9,10,27,37,23,10,3,12,19
11/30/2022 , PHI,CLE,A,L,240,85,32,77,41.6,6,26,23.1,15,18,83.3,7,23,30,19,7,1,16,11
12/02/2022 , PHI,MEM,A,L,240,109,40,91,44,14,33,42.4,15,17,88.2,10,32,42,23,7,5,13,21
12/05/2022 , PHI,HOU,A,L,290,123,39,87,44.8,17,36,47.2,28,36,77.8,11,28,39,23,10,6,19,34
12/09/2022 , PHI,LAL,H,W,265,133,48,90,53.3,18,40,45,19,22,86.4,7,35,42,30,14,2,21,30
12/11/2022 , PHI,CHA,H,W,240,131,46,83,55.4,13,27,48.1,26,32,81.3,9,32,41,31,6,6,15,24
12/13/2022 , PHI,SAC,H,W,240,123,43,84,51.2,16,35,45.7,21,27,77.8,4,38,42,34,10,4,11,21
12/16/2022 , PHI,GSW,H,W,240,118,39,85,45.9,15,38,39.5,25,31,80.6,11,38,49,23,11,5,15,13
12/19/2022 , PHI,TOR,H,W,265,104,32,80,40,15,42,35.7,25,27,92.6,4,37,41,22,8,1,16,21
12/21/2022 , PHI,DET,H,W,240,113,41,93,44.1,11,37,29.7,20,22,90.9,13,36,49,27,8,7,12,23
12/23/2022 , PHI,LAC,H,W,240,119,47,88,53.4,12,29,41.4,13,14,92.9,6,33,39,31,7,3,9,20
12/25/2022 , PHI,NYK,A,W,240,119,39,77,50.6,18,39,46.2,23,29,79.3,5,27,32,22,5,2,6,19
12/27/2022 , PHI,WAS,A,L,240,111,39,84,46.4,6,31,19.4,27,31,87.1,10,29,39,21,8,10,15,24
12/30/2022 , PHI,NOP,A,L,240,116,42,75,56,14,34,41.2,18,22,81.8,3,26,29,28,5,7,18,22
12/31/2022 , PHI,OKC,A,W,240,115,46,99,46.5,11,34,32.4,12,17,70.6,14,42,56,29,7,9,13,24
01/02/2023 , PHI,NOP,H,W,240,120,41,86,47.7,15,35,42.9,23,28,82.1,7,28,35,26,9,6,9,22
01/04/2023 , PHI,IND,H,W,265,129,48,98,49,14,36,38.9,19,22,86.4,14,32,46,24,4,7,9,19
01/06/2023 , PHI,CHI,H,L,240,112,40,92,43.5,18,41,43.9,14,18,77.8,12,26,38,28,6,3,7,15
01/08/2023 , PHI,DET,A,W,240,123,46,94,48.9,11,37,29.7,20,23,87,14,30,44,24,12,5,13,17
01/10/2023 , PHI,DET,H,W,240,147,54,89,60.7,11,31,35.5,28,30,93.3,10,45,55,36,7,8,18,29
01/12/2023 , PHI,OKC,H,L,240,114,39,88,44.3,11,36,30.6,25,27,92.6,9,30,39,30,4,3,17,29
01/14/2023 , PHI,UTA,A,W,240,118,40,89,44.9,17,39,43.6,21,26,80.8,9,28,37,23,5,5,8,17
01/15/2023 , PHI,LAL,A,W,240,113,43,85,50.6,12,34,35.3,15,19,78.9,5,33,38,29,3,7,9,16
01/17/2023 , PHI,LAC,A,W,240,120,39,73,53.4,13,31,41.9,29,34,85.3,8,25,33,25,12,4,14,17
01/19/2023 , PHI,POR,A,W,240,105,41,81,50.6,8,26,30.8,15,19,78.9,5,38,43,24,8,8,12,23
01/21/2023 , PHI,SAC,A,W,240,129,49,93,52.7,12,28,42.9,19,23,82.6,16,30,46,27,4,3,15,26
01/25/2023 , PHI,BKN,H,W,240,137,42,82,51.2,18,38,47.4,35,36,97.2,11,25,36,26,10,4,9,19
01/28/2023 , PHI,DEN,H,W,240,126,46,89,51.7,18,35,51.4,16,24,66.7,12,27,39,31,10,2,11,15
01/30/2023 , PHI,ORL,H,L,240,109,40,85,47.1,11,30,36.7,18,23,78.3,8,37,45,28,8,3,19,25
02/01/2023 , PHI,ORL,H,W,240,105,34,78,43.6,14,35,40,23,26,88.5,7,36,43,27,7,4,18,24
02/03/2023 , PHI,SAS,A,W,240,137,46,87,52.9,13,27,48.1,32,41,78,14,25,39,28,11,3,10,13
02/05/2023 , PHI,NYK,A,L,240,97,30,74,40.5,7,25,28,30,36,83.3,8,36,44,23,4,4,11,23
02/08/2023 , PHI,BOS,A,L,240,99,37,83,44.6,10,31,32.3,15,20,75,8,29,37,20,9,3,6,16
02/10/2023 , PHI,NYK,H,W,240,119,44,84,52.4,14,38,36.8,17,22,77.3,6,34,40,27,8,2,6,15
02/11/2023 , PHI,BKN,A,W,240,101,33,75,44,6,23,26.1,29,30,96.7,8,33,41,17,4,3,10,12
02/13/2023 , PHI,HOU,H,W,240,123,46,82,56.1,15,34,44.1,16,17,94.1,7,31,38,26,11,7,16,24
02/15/2023 , PHI,CLE,H,W,240,118,39,78,50,13,27,48.1,27,29,93.1,8,30,38,24,7,4,11,22
02/23/2023 , PHI,MEM,H,W,240,110,34,84,40.5,13,36,36.1,29,36,80.6,7,36,43,25,3,10,10,26
02/25/2023 , PHI,BOS,H,L,240,107,35,78,44.9,9,27,33.3,28,35,80,8,34,42,19,8,3,10,13
02/27/2023 , PHI,MIA,H,L,240,99,32,73,43.8,10,27,37,25,28,89.3,9,30,39,20,7,3,18,24
03/01/2023 , PHI,MIA,A,W,240,119,41,83,49.4,15,39,38.5,22,22,100,9,32,41,25,6,5,8,20
03/02/2023 , PHI,DAL,A,L,240,126,45,78,57.7,12,27,44.4,24,29,82.8,5,32,37,28,9,1,14,24
03/04/2023 , PHI,MIL,A,W,240,133,42,84,50,18,37,48.6,31,37,83.8,9,23,32,24,5,1,5,21
03/06/2023 , PHI,IND,A,W,240,147,48,82,58.5,16,34,47.1,35,38,92.1,5,31,36,37,6,5,11,26
03/07/2023 , PHI,MIN,A,W,240,117,40,81,49.4,15,25,60,22,23,95.7,8,46,54,21,8,6,15,17
03/10/2023 , PHI,POR,H,W,240,120,43,83,51.8,11,30,36.7,23,29,79.3,12,30,42,25,7,4,9,24
03/12/2023 , PHI,WAS,H,W,240,112,41,80,51.3,11,29,37.9,19,23,82.6,9,33,42,29,6,10,8,19
03/15/2023 , PHI,CLE,A,W,240,118,39,75,52,17,36,47.2,23,27,85.2,13,33,46,24,8,6,18,21
03/17/2023 , PHI,CHA,A,W,240,121,46,92,50,10,32,31.3,19,25,76,14,48,62,24,9,9,13,19
03/18/2023 , PHI,IND,A,W,240,141,54,88,61.4,15,35,42.9,18,22,81.8,6,24,30,31,11,6,7,17
03/20/2023 , PHI,CHI,H,L,290,105,38,90,42.2,10,36,27.8,19,22,86.4,9,45,54,28,8,8,19,25
03/22/2023 , PHI,CHI,A,W,240,116,39,82,47.6,16,37,43.2,22,26,84.6,11,33,44,30,9,4,15,22
03/24/2023 , PHI,GSW,A,L,240,112,38,78,48.7,8,29,27.6,28,34,82.4,4,34,38,23,8,1,10,20
03/25/2023 , PHI,PHX,A,L,240,105,34,78,43.6,13,31,41.9,24,27,88.9,8,28,36,21,3,7,12,16
03/27/2023 , PHI,DEN,A,L,240,111,43,89,48.3,8,30,26.7,17,22,77.3,11,29,40,18,10,3,11,20
03/29/2023 , PHI,DAL,H,W,240,116,37,80,46.3,17,36,47.2,25,30,83.3,11,32,43,26,9,4,10,19
03/31/2023 , PHI,TOR,H,W,240,117,41,73,56.2,12,31,38.7,23,25,92,9,28,37,28,7,6,16,20
04/02/2023 , PHI,MIL,A,L,240,104,40,87,46,12,36,33.3,12,13,92.3,11,25,36,19,3,2,11,17
04/04/2023 , PHI,BOS,H,W,240,103,39,78,50,11,29,37.9,14,16,87.5,6,31,37,21,3,7,10,21
04/06/2023 , PHI,MIA,H,L,240,101,39,76,51.3,10,36,27.8,13,15,86.7,3,29,32,23,7,4,15,18
04/07/2023 , PHI,ATL,A,W,265,136,51,102,50,11,22,50,23,29,79.3,13,39,52,33,10,2,20,22
04/09/2023 , PHI,BKN,A,W,240,134,53,101,52.5,14,32,43.8,14,19,73.7,13,37,50,31,10,5,13,23
10/19/2022 , DEN,UTA,A,L,240,102,40,83,48.2,5,22,22.7,17,18,94.4,10,25,35,21,10,3,21,23
10/21/2022 , DEN,GSW,A,W,240,128,46,86,53.5,15,34,44.1,21,25,84,12,29,41,30,10,2,20,22
10/22/2022 , DEN,OKC,H,W,240,122,42,85,49.4,20,38,52.6,18,31,58.1,9,37,46,33,5,6,18,21
10/24/2022 , DEN,POR,A,L,240,110,45,91,49.5,12,31,38.7,8,14,57.1,10,28,38,28,4,1,8,28
10/26/2022 , DEN,LAL,H,W,240,110,42,92,45.7,9,34,26.5,17,21,81,9,45,54,34,12,5,11,17
10/28/2022 , DEN,UTA,H,W,240,117,39,85,45.9,17,37,45.9,22,34,64.7,17,41,58,18,2,4,12,18
10/30/2022 , DEN,LAL,A,L,240,110,41,96,42.7,15,40,37.5,13,18,72.2,13,35,48,24,3,8,9,15
11/03/2022 , DEN,OKC,A,W,240,122,45,84,53.6,18,31,58.1,14,16,87.5,8,39,47,32,5,2,18,15
11/05/2022 , DEN,SAS,H,W,240,126,53,87,60.9,15,29,51.7,5,10,50,10,37,47,37,10,0,16,15
11/07/2022 , DEN,SAS,A,W,240,115,47,88,53.4,8,24,33.3,13,20,65,8,32,40,33,14,7,20,14
11/09/2022 , DEN,IND,A,W,240,122,43,88,48.9,12,28,42.9,24,26,92.3,11,36,47,27,10,7,20,15
11/11/2022 , DEN,BOS,A,L,240,112,42,92,45.7,12,29,41.4,16,20,80,11,27,38,26,3,1,5,16
11/13/2022 , DEN,CHI,A,W,240,126,48,80,60,13,27,48.1,17,21,81,5,31,36,33,11,3,16,17
11/16/2022 , DEN,NYK,H,L,240,103,36,82,43.9,14,38,36.8,17,20,85,8,34,42,18,3,5,15,25
11/18/2022 , DEN,DAL,A,L,240,99,38,90,42.2,10,30,33.3,13,18,72.2,13,23,36,24,4,1,11,20
11/20/2022 , DEN,DAL,A,W,240,98,37,78,47.4,9,27,33.3,15,19,78.9,4,40,44,22,10,5,15,20
11/22/2022 , DEN,DET,H,L,240,108,43,86,50,5,19,26.3,17,26,65.4,15,27,42,28,7,8,17,21
11/23/2022 , DEN,OKC,A,W,265,131,42,88,47.7,14,38,36.8,33,41,80.5,17,38,55,31,4,8,17,24
11/25/2022 , DEN,LAC,A,W,240,114,44,89,49.4,10,30,33.3,16,23,69.6,10,27,37,27,9,5,6,24
11/28/2022 , DEN,HOU,H,W,240,129,50,88,56.8,12,30,40,17,20,85,13,30,43,31,8,4,14,22
11/30/2022 , DEN,HOU,H,W,240,120,44,83,53,17,32,53.1,15,20,75,8,34,42,30,6,8,11,21
12/02/2022 , DEN,ATL,A,L,240,109,45,85,52.9,12,32,37.5,7,13,53.8,9,24,33,31,8,0,15,12
12/04/2022 , DEN,NOP,A,L,240,106,41,81,50.6,8,31,25.8,16,24,66.7,9,34,43,24,5,5,19,22
12/06/2022 , DEN,DAL,H,L,240,115,40,78,51.3,13,32,40.6,22,28,78.6,8,28,36,30,8,4,17,28
12/08/2022 , DEN,POR,A,W,240,121,47,91,51.6,12,30,40,15,22,68.2,16,32,48,28,6,5,16,16
12/10/2022 , DEN,UTA,H,W,240,115,47,86,54.7,8,26,30.8,13,16,81.3,6,33,39,28,5,8,8,17
12/14/2022 , DEN,WAS,H,W,240,141,54,83,65.1,4,16,25,29,35,82.9,7,38,45,31,8,7,18,17
12/16/2022 , DEN,LAL,A,L,240,108,39,81,48.1,9,27,33.3,21,28,75,9,30,39,25,7,4,19,17
12/18/2022 , DEN,CHA,H,W,240,119,43,94,45.7,11,33,33.3,22,34,64.7,15,40,55,33,6,3,14,17
12/20/2022 , DEN,MEM,H,W,240,105,40,89,44.9,10,27,37,15,25,60,13,35,48,28,9,5,17,19
12/23/2022 , DEN,POR,H,W,240,120,47,81,58,10,21,47.6,16,26,61.5,4,34,38,31,9,2,10,19
12/25/2022 , DEN,PHX,H,W,265,128,45,94,47.9,13,36,36.1,25,34,73.5,12,36,48,29,8,4,12,23
12/27/2022 , DEN,SAC,A,W,240,113,41,86,47.7,13,37,35.1,18,21,85.7,10,30,40,34,12,3,13,18
12/28/2022 , DEN,SAC,A,L,240,126,49,85,57.6,12,27,44.4,16,18,88.9,7,27,34,31,6,8,16,24
12/30/2022 , DEN,MIA,H,W,240,124,45,76,59.2,17,28,60.7,17,22,77.3,5,31,36,34,6,1,20,19
01/01/2023 , DEN,BOS,H,W,240,123,45,79,57,17,30,56.7,16,18,88.9,1,34,35,31,5,4,14,17
01/02/2023 , DEN,MIN,A,L,240,111,42,91,46.2,11,29,37.9,16,20,80,18,27,45,27,8,1,14,21
01/05/2023 , DEN,LAC,H,W,240,122,45,89,50.6,14,36,38.9,18,21,85.7,10,47,57,28,6,5,11,16
01/06/2023 , DEN,CLE,H,W,240,121,43,81,53.1,17,35,48.6,18,23,78.3,13,36,49,28,5,4,12,23
01/09/2023 , DEN,LAL,H,W,240,122,46,99,46.5,15,42,35.7,15,17,88.2,14,41,55,29,7,11,17,19
01/11/2023 , DEN,PHX,H,W,240,126,48,85,56.5,15,34,44.1,15,21,71.4,7,31,38,30,9,4,10,20
01/13/2023 , DEN,LAC,A,W,240,115,41,82,50,14,33,42.4,19,25,76,10,33,43,24,7,4,10,11
01/15/2023 , DEN,ORL,H,W,240,119,48,89,53.9,13,39,33.3,10,19,52.6,12,29,41,32,10,5,15,22
01/17/2023 , DEN,POR,H,W,240,122,44,88,50,11,32,34.4,23,28,82.1,11,31,42,32,8,6,11,15
